All genes,MGI essential,Autosomal dominant,Haploinsufficient,High pLI,High Shet,High Phi,High missense z,ClinVar,OMIM,GWAS nearest,TF,DrugBank,High EDS,Olfactory,eQTL0-deficient
121275,,,,,,,,,,,,,,,
121278,,,,,,,,,,,,,,,
121340,,,,,,,,,,,,,,,
121355,,,,,,,,,,,,,,,
121364,,,,,,,,,,,,,,,
121391,,,,,,,,,,,,,,,
121441,,,,,,,,,,,,,,,
121457,,,,,,,,,,,,,,,
121504,,,,,,,,,,,,,,,
121506,,,,,,,,,,,,,,,
121512,,,,,,,,,,,,,,,
121536,,,,,,,,,,,,,,,
121549,,,,,,,,,,,,,,,
121551,,,,,,,,,,,,,,,
121599,,,,,,,,,,,,,,,
121601,,,,,,,,,,,,,,,
121642,,,,,,,,,,,,,,,
121643,,,,,,,,,,,,,,,
121665,,,,,,,,,,,,,,,
121793,,,,,,,,,,,,,,,
122011,,,,,,,,,,,,,,,
122042,,,,,,,,,,,,,,,
122046,,,,,,,,,,,,,,,
122060,,,,,,,,,,,,,,,
122183,,,,,,,,,,,,,,,
122258,,,,,,,,,,,,,,,
122402,,,,,,,,,,,,,,,
122416,,,,,,,,,,,,,,,
122481,,,,,,,,,,,,,,,
122509,,,,,,,,,,,,,,,
122525,,,,,,,,,,,,,,,
122553,,,,,,,,,,,,,,,
122616,,,,,,,,,,,,,,,
122618,,,,,,,,,,,,,,,
122622,,,,,,,,,,,,,,,
122651,,,,,,,,,,,,,,,
122664,,,,,,,,,,,,,,,
122665,,,,,,,,,,,,,,,
122704,,,,,,,,,,,,,,,
122706,,,,,,,,,,,,,,,
122740,,,,,,,,,,,,,,,
122742,,,,,,,,,,,,,,,
122748,,,,,,,,,,,,,,,
122769,,,,,,,,,,,,,,,
122773,,,,,,,,,,,,,,,
122786,,,,,,,,,,,,,,,
122809,,,,,,,,,,,,,,,
122830,,,,,,,,,,,,,,,
122876,,,,,,,,,,,,,,,
122945,,,,,,,,,,,,,,,
122953,,,,,,,,,,,,,,,
122961,,,,,,,,,,,,,,,
122970,,,,,,,,,,,,,,,
123016,,,,,,,,,,,,,,,
123036,,,,,,,,,,,,,,,
123041,,,,,,,,,,,,,,,
123096,,,,,,,,,,,,,,,
123099,,,,,,,,,,,,,,,
123103,,,,,,,,,,,,,,,
123169,,,,,,,,,,,,,,,
123207,,,,,,,,,,,,,,,
123228,,,,,,,,,,,,,,,
123263,,,,,,,,,,,,,,,
123264,,,,,,,,,,,,,,,
123283,,,,,,,,,,,,,,,
123346,,,,,,,,,,,,,,,
123355,,,,,,,,,,,,,,,
123591,,,,,,,,,,,,,,,
123606,,,,,,,,,,,,,,,
123624,,,,,,,,,,,,,,,
123688,,,,,,,,,,,,,,,
123720,,,,,,,,,,,,,,,
123722,,,,,,,,,,,,,,,
123745,,,,,,,,,,,,,,,
123775,,,,,,,,,,,,,,,
123803,,,,,,,,,,,,,,,
123811,,,,,,,,,,,,,,,
123872,,,,,,,,,,,,,,,
123876,,,,,,,,,,,,,,,
123879,,,,,,,,,,,,,,,
123904,,,,,,,,,,,,,,,
123920,,,,,,,,,,,,,,,
123970,,,,,,,,,,,,,,,
124044,,,,,,,,,,,,,,,
124045,,,,,,,,,,,,,,,
124093,,,,,,,,,,,,,,,
124152,,,,,,,,,,,,,,,
124220,,,,,,,,,,,,,,,
124222,,,,,,,,,,,,,,,
124245,,,,,,,,,,,,,,,
124274,,,,,,,,,,,,,,,
124359,,,,,,,,,,,,,,,
124401,,,,,,,,,,,,,,,
124402,,,,,,,,,,,,,,,
124411,,,,,,,,,,,,,,,
124446,,,,,,,,,,,,,,,
124454,,,,,,,,,,,,,,,
124460,,,,,,,,,,,,,,,
124491,,,,,,,,,,,,,,,
124512,,,,,,,,,,,,,,,
124535,,,,,,,,,,,,,,,
124538,,,,,,,,,,,,,,,
124540,,,,,,,,,,,,,,,
124565,,,,,,,,,,,,,,,
124583,,,,,,,,,,,,,,,
124590,,,,,,,,,,,,,,,
124599,,,,,,,,,,,,,,,
124602,,,,,,,,,,,,,,,
124626,,,,,,,,,,,,,,,
124637,,,,,,,,,,,,,,,
124641,,,,,,,,,,,,,,,
124739,,,,,,,,,,,,,,,
124751,,,,,,,,,,,,,,,
124773,,,,,,,,,,,,,,,
124783,,,,,,,,,,,,,,,
124790,,,,,,,,,,,,,,,
124801,,,,,,,,,,,,,,,
124808,,,,,,,,,,,,,,,
124817,,,,,,,,,,,,,,,
124842,,,,,,,,,,,,,,,
124857,,,,,,,,,,,,,,,
124872,,,,,,,,,,,,,,,
124912,,,,,,,,,,,,,,,
124923,,,,,,,,,,,,,,,
124925,,,,,,,,,,,,,,,
124930,,,,,,,,,,,,,,,
124935,,,,,,,,,,,,,,,
124936,,,,,,,,,,,,,,,
124944,,,,,,,,,,,,,,,
124961,,,,,,,,,,,,,,,
124975,,,,,,,,,,,,,,,
124976,,,,,,,,,,,,,,,
124989,,,,,,,,,,,,,,,
124995,,,,,,,,,,,,,,,
124997,,,,,,,,,,,,,,,
125058,,,,,,,,,,,,,,,
125061,,,,,,,,,,,,,,,
125111,,,,,,,,,,,,,,,
125113,,,,,,,,,,,,,,,
125115,,,,,,,,,,,,,,,
125150,,,,,,,,,,,,,,,
125170,,,,,,,,,,,,,,,
125206,,,,,,,,,,,,,,,
125228,,,,,,,,,,,,,,,
125336,,,,,,,,,,,,,,,
125476,,,,,,,,,,,,,,,
125488,,,,,,,,,,,,,,,
125704,,,,,,,,,,,,,,,
125875,,,,,,,,,,,,,,,
125893,,,,,,,,,,,,,,,
125919,,,,,,,,,,,,,,,
125931,,,,,,,,,,,,,,,
125950,,,,,,,,,,,,,,,
125958,,,,,,,,,,,,,,,
125962,,,,,,,,,,,,,,,
125963,,,,,,,,,,,,,,,
125965,,,,,,,,,,,,,,,
125972,,,,,,,,,,,,,,,
125981,,,,,,,,,,,,,,,
125988,,,,,,,,,,,,,,,
125997,,,,,,,,,,,,,,,
126003,,,,,,,,,,,,,,,
126006,,,,,,,,,,,,,,,
126014,,,,,,,,,,,,,,,
126017,,,,,,,,,,,,,,,
126068,,,,,,,,,,,,,,,
126069,,,,,,,,,,,,,,,
126070,,,,,,,,,,,,,,,
126074,,,,,,,,,,,,,,,
126075,,,,,,,,,,,,,,,
126119,,,,,,,,,,,,,,,
126123,,,,,,,,,,,,,,,
126129,,,,,,,,,,,,,,,
126133,,,,,,,,,,,,,,,
126147,,,,,,,,,,,,,,,
126204,,,,,,,,,,,,,,,
126205,,,,,,,,,,,,,,,
126206,,,,,,,,,,,,,,,
126208,,,,,,,,,,,,,,,
126231,,,,,,,,,,,,,,,
126248,,,,,,,,,,,,,,,
126259,,,,,,,,,,,,,,,
126272,,,,,,,,,,,,,,,
126282,,,,,,,,,,,,,,,
126295,,,,,,,,,,,,,,,
126298,,,,,,,,,,,,,,,
126299,,,,,,,,,,,,,,,
126306,,,,,,,,,,,,,,,
126308,,,,,,,,,,,,,,,
126321,,,,,,,,,,,,,,,
126326,,,,,,,,,,,,,,,
126328,,,,,,,,,,,,,,,
126353,,,,,,,,,,,,,,,
126364,,,,,,,,,,,,,,,
126370,,,,,,,,,,,,,,,
126374,,,,,,,,,,,,,,,
126375,,,,,,,,,,,,,,,
126382,,,,,,,,,,,,,,,
126393,,,,,,,,,,,,,,,
126402,,,,,,,,,,,,,,,
126410,,,,,,,,,,,,,,,
126432,,,,,,,,,,,,,,,
126433,,,,,,,,,,,,,,,
126520,,,,,,,,,,,,,,,
126526,,,,,,,,,,,,,,,
126541,,,,,,,,,,,,,,,
126549,,,,,,,,,,,,,,,
126567,,,,,,,,,,,,,,,
126626,,,,,,,,,,,,,,,
126637,,,,,,,,,,,,,,,
126638,,,,,,,,,,,,,,,
126661,,,,,,,,,,,,,,,
126668,,,,,,,,,,,,,,,
126669,,,,,,,,,,,,,,,
126695,,,,,,,,,,,,,,,
126731,,,,,,,,,,,,,,,
126755,,,,,,,,,,,,,,,
126767,,,,,,,,,,,,,,,
126789,,,,,,,,,,,,,,,
126792,,,,,,,,,,,,,,,
126820,,,,,,,,,,,,,,,
126823,,,,,,,,,,,,,,,
126859,,,,,,,,,,,,,,,
126868,,,,,,,,,,,,,,,
126917,,,,,,,,,,,,,,,
126961,,,,,,,,,,,,,,,
126969,,,,,,,,,,,,,,,
127002,,,,,,,,,,,,,,,
127003,,,,,,,,,,,,,,,
127018,,,,,,,,,,,,,,,
127059,,,,,,,,,,,,,,,
127062,,,,,,,,,,,,,,,
127064,,,,,,,,,,,,,,,
127066,,,,,,,,,,,,,,,
127068,,,,,,,,,,,,,,,
127069,,,,,,,,,,,,,,,
127074,,,,,,,,,,,,,,,
127077,,,,,,,,,,,,,,,
127124,,,,,,,,,,,,,,,
127247,,,,,,,,,,,,,,,
127253,,,,,,,,,,,,,,,
127254,,,,,,,,,,,,,,,
127255,,,,,,,,,,,,,,,
127262,,,,,,,,,,,,,,,
127281,,,,,,,,,,,,,,,
127294,,,,,,,,,,,,,,,
127343,,,,,,,,,,,,,,,
127385,,,,,,,,,,,,,,,
127391,,,,,,,,,,,,,,,
127396,,,,,,,,,,,,,,,
127428,,,,,,,,,,,,,,,
127435,,,,,,,,,,,,,,,
127495,,,,,,,,,,,,,,,
127534,,,,,,,,,,,,,,,
127540,,,,,,,,,,,,,,,
127544,,,,,,,,,,,,,,,
127550,,,,,,,,,,,,,,,
127579,,,,,,,,,,,,,,,
127602,,,,,,,,,,,,,,,
127608,,,,,,,,,,,,,,,
127623,,,,,,,,,,,,,,,
127665,,,,,,,,,,,,,,,
127670,,,,,,,,,,,,,,,
127687,,,,,,,,,,,,,,,
127700,,,,,,,,,,,,,,,
127703,,,,,,,,,,,,,,,
127707,,,,,,,,,,,,,,,
127731,,,,,,,,,,,,,,,
127733,,,,,,,,,,,,,,,
127795,,,,,,,,,,,,,,,
127829,,,,,,,,,,,,,,,
127833,,,,,,,,,,,,,,,
127845,,,,,,,,,,,,,,,
127933,,,,,,,,,,,,,,,
127943,,,,,,,,,,,,,,,
128025,,,,,,,,,,,,,,,
128061,,,,,,,,,,,,,,,
128077,,,,,,,,,,,,,,,
128153,,,,,,,,,,,,,,,
128178,,,,,,,,,,,,,,,
128209,,,,,,,,,,,,,,,
128218,,,,,,,,,,,,,,,
128229,,,,,,,,,,,,,,,
128239,,,,,,,,,,,,,,,
128240,,,,,,,,,,,,,,,
128272,,,,,,,,,,,,,,,
128308,,,,,,,,,,,,,,,
128312,,,,,,,,,,,,,,,
128338,,,,,,,,,,,,,,,
128344,,,,,,,,,,,,,,,
128346,,,,,,,,,,,,,,,
128360,,,,,,,,,,,,,,,
128366,,,,,,,,,,,,,,,
128367,,,,,,,,,,,,,,,
128368,,,,,,,,,,,,,,,
128371,,,,,,,,,,,,,,,
128372,,,,,,,,,,,,,,,
128387,,,,,,,,,,,,,,,
128408,,,,,,,,,,,,,,,
128414,,,,,,,,,,,,,,,
128434,,,,,,,,,,,,,,,
128486,,,,,,,,,,,,,,,
128488,,,,,,,,,,,,,,,
128497,,,,,,,,,,,,,,,
128506,,,,,,,,,,,,,,,
128553,,,,,,,,,,,,,,,
128602,,,,,,,,,,,,,,,
128611,,,,,,,,,,,,,,,
128637,,,,,,,,,,,,,,,
128646,,,,,,,,,,,,,,,
128653,,,,,,,,,,,,,,,
128674,,,,,,,,,,,,,,,
128710,,,,,,,,,,,,,,,
128817,,,,,,,,,,,,,,,
128821,,,,,,,,,,,,,,,
128822,,,,,,,,,,,,,,,
128853,,,,,,,,,,,,,,,
128859,,,,,,,,,,,,,,,
128861,,,,,,,,,,,,,,,
128864,,,,,,,,,,,,,,,
128866,,,,,,,,,,,,,,,
128869,,,,,,,,,,,,,,,
128876,,,,,,,,,,,,,,,
128954,,,,,,,,,,,,,,,
128977,,,,,,,,,,,,,,,
128989,,,,,,,,,,,,,,,
129025,,,,,,,,,,,,,,,
129049,,,,,,,,,,,,,,,
129080,,,,,,,,,,,,,,,
129138,,,,,,,,,,,,,,,
129285,,,,,,,,,,,,,,,
129293,,,,,,,,,,,,,,,
129303,,,,,,,,,,,,,,,
129401,,,,,,,,,,,,,,,
129446,,,,,,,,,,,,,,,
129450,,,,,,,,,,,,,,,
129521,,,,,,,,,,,,,,,
129530,,,,,,,,,,,,,,,
129531,,,,,,,,,,,,,,,
129563,,,,,,,,,,,,,,,
129607,,,,,,,,,,,,,,,
129642,,,,,,,,,,,,,,,
129684,,,,,,,,,,,,,,,
129685,,,,,,,,,,,,,,,
129787,,,,,,,,,,,,,,,
129804,,,,,,,,,,,,,,,
129807,,,,,,,,,,,,,,,
129831,,,,,,,,,,,,,,,
129852,,,,,,,,,,,,,,,
129868,,,,,,,,,,,,,,,
129880,,,,,,,,,,,,,,,
129881,,,,,,,,,,,,,,,
130013,,,,,,,,,,,,,,,
130026,,,,,,,,,,,,,,,
130074,,,,,,,,,,,,,,,
130075,,,,,,,,,,,,,,,
130106,,,,,,,,,,,,,,,
130120,,,,,,,,,,,,,,,
130132,,,,,,,,,,,,,,,
130162,,,,,,,,,,,,,,,
130271,,,,,,,,,,,,,,,
130340,,,,,,,,,,,,,,,
130355,,,,,,,,,,,,,,,
130367,,,,,,,,,,,,,,,
130399,,,,,,,,,,,,,,,
130497,,,,,,,,,,,,,,,
130502,,,,,,,,,,,,,,,
130507,,,,,,,,,,,,,,,
130535,,,,,,,,,,,,,,,
130540,,,,,,,,,,,,,,,
130557,,,,,,,,,,,,,,,
130560,,,,,,,,,,,,,,,
130574,,,,,,,,,,,,,,,
130576,,,,,,,,,,,,,,,
130589,,,,,,,,,,,,,,,
130612,,,,,,,,,,,,,,,
130617,,,,,,,,,,,,,,,
130733,,,,,,,,,,,,,,,
130749,,,,,,,,,,,,,,,
130752,,,,,,,,,,,,,,,
130813,,,,,,,,,,,,,,,
130814,,,,,,,,,,,,,,,
130827,,,,,,,,,,,,,,,
130888,,,,,,,,,,,,,,,
130916,,,,,,,,,,,,,,,
130940,,,,,,,,,,,,,,,
130951,,,,,,,,,,,,,,,
131034,,,,,,,,,,,,,,,
131076,,,,,,,,,,,,,,,
131096,,,,,,,,,,,,,,,
131118,,,,,,,,,,,,,,,
131149,,,,,,,,,,,,,,,
131177,,,,,,,,,,,,,,,
131368,,,,,,,,,,,,,,,
131375,,,,,,,,,,,,,,,
131377,,,,,,,,,,,,,,,
131405,,,,,,,,,,,,,,,
131408,,,,,,,,,,,,,,,
131450,,,,,,,,,,,,,,,
131474,,,,,,,,,,,,,,,
131540,,,,,,,,,,,,,,,
131544,,,,,,,,,,,,,,,
131566,,,,,,,,,,,,,,,
131578,,,,,,,,,,,,,,,
131583,,,,,,,,,,,,,,,
131601,,,,,,,,,,,,,,,
131616,,,,,,,,,,,,,,,
131669,,,,,,,,,,,,,,,
131831,,,,,,,,,,,,,,,
131870,,,,,,,,,,,,,,,
131873,,,,,,,,,,,,,,,
131890,,,,,,,,,,,,,,,
131920,,,,,,,,,,,,,,,
131965,,,,,,,,,,,,,,,
132001,,,,,,,,,,,,,,,
132014,,,,,,,,,,,,,,,
132112,,,,,,,,,,,,,,,
132141,,,,,,,,,,,,,,,
132158,,,,,,,,,,,,,,,
132160,,,,,,,,,,,,,,,
132200,,,,,,,,,,,,,,,
132203,,,,,,,,,,,,,,,
132204,,,,,,,,,,,,,,,
132228,,,,,,,,,,,,,,,
132243,,,,,,,,,,,,,,,
132299,,,,,,,,,,,,,,,
132320,,,,,,,,,,,,,,,
132321,,,,,,,,,,,,,,,
132332,,,,,,,,,,,,,,,
132430,,,,,,,,,,,,,,,
132612,,,,,,,,,,,,,,,
132625,,,,,,,,,,,,,,,
132660,,,,,,,,,,,,,,,
132671,,,,,,,,,,,,,,,
132720,,,,,,,,,,,,,,,
132724,,,,,,,,,,,,,,,
132789,,,,,,,,,,,,,,,
132851,,,,,,,,,,,,,,,
132864,,,,,,,,,,,,,,,
132884,,,,,,,,,,,,,,,
132946,,,,,,,,,,,,,,,
132949,,,,,,,,,,,,,,,
132954,,,,,,,,,,,,,,,
132989,,,,,,,,,,,,,,,
133015,,,,,,,,,,,,,,,
133022,,,,,,,,,,,,,,,
133060,,,,,,,,,,,,,,,
133121,,,,,,,,,,,,,,,
133308,,,,,,,,,,,,,,,
133383,,,,,,,,,,,,,,,
133396,,,,,,,,,,,,,,,
133418,,,,,,,,,,,,,,,
133482,,,,,,,,,,,,,,,
133491,,,,,,,,,,,,,,,
133522,,,,,,,,,,,,,,,
133558,,,,,,,,,,,,,,,
133584,,,,,,,,,,,,,,,
133619,,,,,,,,,,,,,,,
133686,,,,,,,,,,,,,,,
133688,,,,,,,,,,,,,,,
133690,,,,,,,,,,,,,,,
133746,,,,,,,,,,,,,,,
133874,,,,,,,,,,,,,,,
133923,,,,,,,,,,,,,,,
133957,,,,,,,,,,,,,,,
134083,,,,,,,,,,,,,,,
134111,,,,,,,,,,,,,,,
134121,,,,,,,,,,,,,,,
134147,,,,,,,,,,,,,,,
134187,,,,,,,,,,,,,,,
134218,,,,,,,,,,,,,,,
134265,,,,,,,,,,,,,,,
134266,,,,,,,,,,,,,,,
134285,,,,,,,,,,,,,,,
134288,,,,,,,,,,,,,,,
134353,,,,,,,,,,,,,,,
134359,,,,,,,,,,,,,,,
134391,,,,,,,,,,,,,,,
134429,,,,,,,,,,,,,,,
134430,,,,,,,,,,,,,,,
134492,,,,,,,,,,,,,,,
134510,,,,,,,,,,,,,,,
134526,,,,,,,,,,,,,,,
134548,,,,,,,,,,,,,,,
134549,,,,,,,,,,,,,,,
134553,,,,,,,,,,,,,,,
134637,,,,,,,,,,,,,,,
134701,,,,,,,,,,,,,,,
134728,,,,,,,,,,,,,,,
134829,,,,,,,,,,,,,,,
134860,,,,,,,,,,,,,,,
134864,,,,,,,,,,,,,,,
135112,,,,,,,,,,,,,,,
135114,,,,,,,,,,,,,,,
135138,,,,,,,,,,,,,,,
135152,,,,,,,,,,,,,,,
135154,,,,,,,,,,,,,,,
135228,,,,,,,,,,,,,,,
135250,,,,,,,,,,,,,,,
135293,,,,,,,,,,,,,,,
135295,,,,,,,,,,,,,,,
135398,,,,,,,,,,,,,,,
135458,,,,,,,,,,,,,,,
135644,,,,,,,,,,,,,,,
135656,,,,,,,,,,,,,,,
135886,,,,,,,,,,,,,,,
135892,,,,,,,,,,,,,,,
135924,,,,,,,,,,,,,,,
135927,,,,,,,,,,,,,,,
135932,,,,,,,,,,,,,,,
135935,,,,,,,,,,,,,,,
135941,,,,,,,,,,,,,,,
135946,,,,,,,,,,,,,,,
135948,,,,,,,,,,,,,,,
136051,,,,,,,,,,,,,,,
136227,,,,,,,,,,,,,,,
136242,,,,,,,,,,,,,,,
136259,,,,,,,,,,,,,,,
136263,,,,,,,,,,,,,,,
136288,,,,,,,,,,,,,,,
136306,,,,,,,,,,,,,,,
136319,,,,,,,,,,,,,,,
136332,,,,,,,,,,,,,,,
136371,,,,,,,,,,,,,,,
136541,,,,,,,,,,,,,,,
136647,,,,,,,,,,,,,,,
136853,,,,,,,,,,,,,,,
136895,,,,,,,,,,,,,,,
136991,,,,,,,,,,,,,,,
137075,,,,,,,,,,,,,,,
137209,,,,,,,,,,,,,,,
137362,,,,,,,,,,,,,,,
137392,,,,,,,,,,,,,,,
137492,,,,,,,,,,,,,,,
137682,,,,,,,,,,,,,,,
137695,,,,,,,,,,,,,,,
137735,,,,,,,,,,,,,,,
137797,,,,,,,,,,,,,,,
137814,,,,,,,,,,,,,,,
137835,,,,,,,,,,,,,,,
137868,,,,,,,,,,,,,,,
137872,,,,,,,,,,,,,,,
137886,,,,,,,,,,,,,,,
137902,,,,,,,,,,,,,,,
137964,,,,,,,,,,,,,,,
137970,,,,,,,,,,,,,,,
137994,,,,,,,,,,,,,,,
138009,,,,,,,,,,,,,,,
138046,,,,,,,,,,,,,,,
138050,,,,,,,,,,,,,,,
138065,,,,,,,,,,,,,,,
138151,,,,,,,,,,,,,,,
138162,,,,,,,,,,,,,,,
138199,,,,,,,,,,,,,,,
138240,,,,,,,,,,,,,,,
138241,,,,,,,,,,,,,,,
138255,,,,,,,,,,,,,,,
138307,,,,,,,,,,,,,,,
138311,,,,,,,,,,,,,,,
138428,,,,,,,,,,,,,,,
138429,,,,,,,,,,,,,,,
138474,,,,,,,,,,,,,,,
138639,,,,,,,,,,,,,,,
138715,,,,,,,,,,,,,,,
138716,,,,,,,,,,,,,,,
138724,,,,,,,,,,,,,,,
138799,,,,,,,,,,,,,,,
138802,,,,,,,,,,,,,,,
138803,,,,,,,,,,,,,,,
138804,,,,,,,,,,,,,,,
138805,,,,,,,,,,,,,,,
138881,,,,,,,,,,,,,,,
138882,,,,,,,,,,,,,,,
138883,,,,,,,,,,,,,,,
139065,,,,,,,,,,,,,,,
139067,,,,,,,,,,,,,,,
139081,,,,,,,,,,,,,,,
139105,,,,,,,,,,,,,,,
139135,,,,,,,,,,,,,,,
139170,,,,,,,,,,,,,,,
139189,,,,,,,,,,,,,,,
139212,,,,,,,,,,,,,,,
139221,,,,,,,,,,,,,,,
139231,,,,,,,,,,,,,,,
139285,,,,,,,,,,,,,,,
139322,,,,,,,,,,,,,,,
139324,,,,,,,,,,,,,,,
139341,,,,,,,,,,,,,,,
139378,,,,,,,,,,,,,,,
139411,,,,,,,,,,,,,,,
139420,,,,,,,,,,,,,,,
139422,,,,,,,,,,,,,,,
139425,,,,,,,,,,,,,,,
139562,,,,,,,,,,,,,,,
139596,,,,,,,,,,,,,,,
139599,,,,,,,,,,,,,,,
139604,,,,,,,,,,,,,,,
139628,,,,,,,,,,,,,,,
139716,,,,,,,,,,,,,,,
139728,,,,,,,,,,,,,,,
139735,,,,,,,,,,,,,,,
139741,,,,,,,,,,,,,,,
139760,,,,,,,,,,,,,,,
139793,,,,,,,,,,,,,,,
139804,,,,,,,,,,,,,,,
139818,,,,,,,,,,,,,,,
139886,,,,,,,,,,,,,,,
140032,,,,,,,,,,,,,,,
140258,,,,,,,,,,,,,,,
140290,,,,,,,,,,,,,,,
140432,,,,,,,,,,,,,,,
140453,,,,,,,,,,,,,,,
140456,,,,,,,,,,,,,,,
140458,,,,,,,,,,,,,,,
140459,,,,,,,,,,,,,,,
140460,,,,,,,,,,,,,,,
140461,,,,,,,,,,,,,,,
140462,,,,,,,,,,,,,,,
140465,,,,,,,,,,,,,,,
140467,,,,,,,,,,,,,,,
140469,,,,,,,,,,,,,,,
140545,,,,,,,,,,,,,,,
140564,,,,,,,,,,,,,,,
140576,,,,,,,,,,,,,,,
140578,,,,,,,,,,,,,,,
140596,,,,,,,,,,,,,,,
140597,,,,,,,,,,,,,,,
140606,,,,,,,,,,,,,,,
140609,,,,,,,,,,,,,,,
140612,,,,,,,,,,,,,,,
140625,,,,,,,,,,,,,,,
140628,,,,,,,,,,,,,,,
140679,,,,,,,,,,,,,,,
140680,,,,,,,,,,,,,,,
140683,,,,,,,,,,,,,,,
140685,,,,,,,,,,,,,,,
140686,,,,,,,,,,,,,,,
140687,,,,,,,,,,,,,,,
140688,,,,,,,,,,,,,,,
140689,,,,,,,,,,,,,,,
140690,,,,,,,,,,,,,,,
140699,,,,,,,,,,,,,,,
140700,,,,,,,,,,,,,,,
140701,,,,,,,,,,,,,,,
140706,,,,,,,,,,,,,,,
140707,,,,,,,,,,,,,,,
140710,,,,,,,,,,,,,,,
140711,,,,,,,,,,,,,,,
140730,,,,,,,,,,,,,,,
140731,,,,,,,,,,,,,,,
140732,,,,,,,,,,,,,,,
140733,,,,,,,,,,,,,,,
140735,,,,,,,,,,,,,,,
140738,,,,,,,,,,,,,,,
140739,,,,,,,,,,,,,,,
140766,,,,,,,,,,,,,,,
140767,,,,,,,,,,,,,,,
140775,,,,,,,,,,,,,,,
140801,,,,,,,,,,,,,,,
140803,,,,,,,,,,,,,,,
140807,,,,,,,,,,,,,,,
140809,,,,,,,,,,,,,,,
140823,,,,,,,,,,,,,,,
140825,,,,,,,,,,,,,,,
140831,,,,,,,,,,,,,,,
140832,,,,,,,,,,,,,,,
140836,,,,,,,,,,,,,,,
140838,,,,,,,,,,,,,,,
140850,,,,,,,,,,,,,,,
140856,,,,,,,,,,,,,,,
140862,,,,,,,,,,,,,,,
140870,,,,,,,,,,,,,,,
140873,,,,,,,,,,,,,,,
140876,,,,,,,,,,,,,,,
140880,,,,,,,,,,,,,,,
140881,,,,,,,,,,,,,,,
140883,,,,,,,,,,,,,,,
140885,,,,,,,,,,,,,,,
140886,,,,,,,,,,,,,,,
140890,,,,,,,,,,,,,,,
140893,,,,,,,,,,,,,,,
140894,,,,,,,,,,,,,,,
140901,,,,,,,,,,,,,,,
140902,,,,,,,,,,,,,,,
140947,,,,,,,,,,,,,,,
142678,,,,,,,,,,,,,,,
142680,,,,,,,,,,,,,,,
142683,,,,,,,,,,,,,,,
142684,,,,,,,,,,,,,,,
142685,,,,,,,,,,,,,,,
142686,,,,,,,,,,,,,,,
142689,,,,,,,,,,,,,,,
142827,,,,,,,,,,,,,,,
142891,,,,,,,,,,,,,,,
142910,,,,,,,,,,,,,,,
142940,,,,,,,,,,,,,,,
143098,,,,,,,,,,,,,,,
143162,,,,,,,,,,,,,,,
143187,,,,,,,,,,,,,,,
143241,,,,,,,,,,,,,,,
143244,,,,,,,,,,,,,,,
143279,,,,,,,,,,,,,,,
143282,,,,,,,,,,,,,,,
143379,,,,,,,,,,,,,,,
143384,,,,,,,,,,,,,,,
143425,,,,,,,,,,,,,,,
143458,,,,,,,,,,,,,,,
143471,,,,,,,,,,,,,,,
143496,,,,,,,,,,,,,,,
143501,,,,,,,,,,,,,,,
143502,,,,,,,,,,,,,,,
143503,,,,,,,,,,,,,,,
143570,,,,,,,,,,,,,,,
143630,,,,,,,,,,,,,,,
143662,,,,,,,,,,,,,,,
143678,,,,,,,,,,,,,,,
143684,,,,,,,,,,,,,,,
143686,,,,,,,,,,,,,,,
143689,,,,,,,,,,,,,,,
143872,,,,,,,,,,,,,,,
143879,,,,,,,,,,,,,,,
143884,,,,,,,,,,,,,,,
143888,,,,,,,,,,,,,,,
143903,,,,,,,,,,,,,,,
143941,,,,,,,,,,,,,,,
144097,,,,,,,,,,,,,,,
144100,,,,,,,,,,,,,,,
144108,,,,,,,,,,,,,,,
144110,,,,,,,,,,,,,,,
144124,,,,,,,,,,,,,,,
144125,,,,,,,,,,,,,,,
144132,,,,,,,,,,,,,,,
144165,,,,,,,,,,,,,,,
144193,,,,,,,,,,,,,,,
144195,,,,,,,,,,,,,,,
144233,,,,,,,,,,,,,,,
144245,,,,,,,,,,,,,,,
144321,,,,,,,,,,,,,,,
144347,,,,,,,,,,,,,,,
144348,,,,,,,,,,,,,,,
144363,,,,,,,,,,,,,,,
144402,,,,,,,,,,,,,,,
144404,,,,,,,,,,,,,,,
144406,,,,,,,,,,,,,,,
144423,,,,,,,,,,,,,,,
144448,,,,,,,,,,,,,,,
144453,,,,,,,,,,,,,,,
144455,,,,,,,,,,,,,,,
144501,,,,,,,,,,,,,,,
144535,,,,,,,,,,,,,,,
144568,,,,,,,,,,,,,,,
144577,,,,,,,,,,,,,,,
144608,,,,,,,,,,,,,,,
144699,,,,,,,,,,,,,,,
144715,,,,,,,,,,,,,,,
144717,,,,,,,,,,,,,,,
144809,,,,,,,,,,,,,,,
144811,,,,,,,,,,,,,,,
144983,,,,,,,,,,,,,,,
145173,,,,,,,,,,,,,,,
145226,,,,,,,,,,,,,,,
145258,,,,,,,,,,,,,,,
145264,,,,,,,,,,,,,,,
145270,,,,,,,,,,,,,,,
145282,,,,,,,,,,,,,,,
145376,,,,,,,,,,,,,,,
145389,,,,,,,,,,,,,,,
145407,,,,,,,,,,,,,,,
145447,,,,,,,,,,,,,,,
145482,,,,,,,,,,,,,,,
145483,,,,,,,,,,,,,,,
145497,,,,,,,,,,,,,,,
